x,y
1919.57222765725,157.88630553240256
1938.8476378408357,160.81238221422612
1954.1018291082767,156.54362715274203
1970.1807433782096,159.81140101854817
1985.495035235077,160.32589432551586
2006.8591393477147,155.51823536822428
2025.002699158478,158.3660427819392
2045.088406070125,156.34414676938974
2069.164070809386,155.63374970472768
2086.656993100875,164.89960232389944
2105.7608223312313,158.22353844974722
2128.316333716662,163.09874445854635
2145.604315371578,157.54640654763764
2161.374114469866,161.81502722223928
2179.271628999004,162.60227859889687
2195.883841871544,160.95638740607845
2220.1808183949697,159.7157618855016
2243.262022190614,159.11840914147268
2264.596059755718,158.48868266542996
2288.3106656575956,164.29529144247826
2311.3473864265866,163.30619407787728
2328.213087015447,164.65026910666512
2352.138677000347,156.24297223485544
2372.5320994195035,162.30867475203644
2395.606500971144,164.38340456821038
2419.567413970379,156.8123306616566
2437.747448720098,155.6649626736678
2453.8479679653747,162.4112064929006
2471.1273195907943,160.7447311317991
2490.3983974770567,163.4182877675827
2513.5785451362817,156.39772376626289
2537.185850968845,162.9526731185989
2552.255372274157,157.01627320047746
2572.3628452999324,156.63655942865705
2591.5369553314204,156.64265797930992
2608.758033436128,163.14574720231383
2624.956687109465,161.651972206962
2643.3328388235013,160.2306542476912
2667.7619358626266,158.58830484123501
2685.993965182834,163.7720054081311
2706.1818714002675,158.92445107422634
2728.2120609892195,163.16599439471577
2746.8483570130124,159.3913490857022
2771.566177840222,158.76944429424907
2796.190650789643,159.62679785669607
2813.7084737478963,158.01377874164143
2833.68095880682,162.47609380176252
2851.689741904988,160.0272039009248
2869.5381468487626,157.32212695146816
2884.9070163223078,163.9957457327457
2906.002659662107,158.8389122137321
2926.0294498943954,160.4355286111399
2941.5442374068953,164.06472110964546
2959.330702049261,161.24237995913992
2983.4133609089276,156.16898040708364
3000.8089798155975,164.39832123613476
3017.2579285365096,161.2770805307142
3037.1524561392853,158.34905614657086
3062.0089606803913,156.39272072663388
3079.429513395506,162.94025189270295
3101.150868869565,161.20072755928513
3123.767065022852,160.3346109197632
3141.1434404627757,163.9389258305096
3163.425603948894,162.8859721122453
3182.1034352760867,156.51674879732752
3203.4264935820224,158.1172206779555
3224.761790689631,157.48489139814467
3245.1195375303787,162.43946292572676
3261.022435230923,155.33532434735778
3284.3754601868154,160.69889684871316
3302.5832608365326,162.6245868574069
3319.448445940531,163.7676563676175
3334.856197356079,158.42081748715907
3355.7651267879614,163.21257304672014
3377.540770406384,156.10631736955207
3392.706648695663,163.4645229173452
3412.827579278656,156.27488662331982
3430.092537030635,158.97287290560368
3451.5442649347297,162.97295365779553
3468.2879292247794,156.49917427348774
3490.197306605804,157.2925139523264
3509.064660068809,162.22252568393066
3533.4319599561763,162.20036536546075
3549.8071693976362,161.41147632885298
3568.217832908139,161.939484444671
3584.3525681205447,160.42724443347595
3608.5995043033304,157.51799058906954
3632.37289783714,158.4569599350392
3649.9523141142918,156.81597716801426
3671.5521545746337,164.0845056133363
3694.7243765766457,160.8339179476612
3715.2763846926405,159.0085141676364
3735.5728904762004,159.62005803644132
3752.991413385205,164.47283339611815
3768.9224410632637,156.5335140311608
3792.894598642797,160.86229832016798
3816.8987792144303,160.05888678884466
3838.229793787163,161.11454235434647
3856.62009169765,155.1811018382084
3875.1121874437767,163.72123908944153
3897.371744232479,164.32118282483611
3921.342846832005,160.65133183589208
3945.213711074656,161.9665082387689
3968.0124665332323,164.22499381177295
3989.432782994775,162.07238634313399
4005.2741826447254,156.52539042914262
4021.8904697856715,160.76288360166814
4045.8760116709423,161.06715046382857
4066.9403022675383,159.24130671302385
4082.0322727837047,162.36444235624722
4098.046988212365,164.34367014769015
4119.682005903446,164.25568512906776
4134.732621741909,159.50839371404132
4151.340702256083,156.13238045840754
4171.828040149749,164.84841198962334
4193.746992126676,163.38898086445934
4215.266604721702,156.24662681203267
4232.5092978163075,164.20841882617373
4254.631090029783,163.69896362062127
4272.003580904751,160.18838057126072
4290.257577886344,160.9127543574493
4312.722491937524,158.9900270387013
4334.218820927996,155.54761638822032
4357.711055032937,158.351972416459
4379.28718395594,163.02853448598012
4399.970269989295,155.04632023004604
4415.907017667576,158.33499171691145
4434.58417569817,158.98168693590944
4452.236199374987,160.37395602937923
4469.676095808778,164.1985561641276
4494.4062013563025,158.46345994365961
4513.33717860297,158.46953201896227
4537.257644154742,162.37501248109749
4558.569030414715,159.52217940889807
4581.517143450131,157.24604822939983
4601.543514381183,159.52439516132694
4622.312553227446,156.408570203798
4642.237730165635,156.76386986506225
4659.190160043616,159.9836777273948
4681.414681196231,159.18925449504547
4699.22240482064,164.148459010681
4714.4655644849545,158.62393899116634
4735.920287444026,160.80588350278043
4752.691394238097,161.3226428791953
4777.095980081626,155.13094456588334
4801.635265851653,161.6353737201671
4825.783909753857,156.7803596686975
4844.4854967564115,164.61070317469455
4859.6400629217005,156.48662727753114
4883.923248547578,159.14624123727023
4903.205090030751,155.85349668078644
4927.871638221188,164.96874251845946
4952.507837992081,160.02195010331243
4976.037932546754,160.95385017320044
4993.98242146745,155.6707647738843
5012.833398753469,162.4996047039918
5036.344765468637,157.09905593095587
5054.5139855202,163.98054289440714
5071.208912987061,157.05139640482008
5091.776925611644,156.90687720663666
5116.138473353252,155.36549667848095
5138.098771320002,159.72066945109998
5158.799383020895,160.64841133262615
5174.771147958603,155.6570863942835
5195.921220225595,162.7552761669501
5220.821758726637,159.53288834748028
5237.222598879002,160.2439026932758
5257.4058954026395,159.40762746938228
5281.179626121919,159.00763060875326
5303.587312299461,160.5964033130822
5325.557469709413,156.55240245930713
5347.582310549285,156.8192813049527
5366.177222061482,163.6178562101352
5384.113140504127,164.46115462133633
5407.206752058912,158.73309316279753
5430.307886005703,157.70744673143554
5453.978609191504,161.43999543239016
5478.111014717068,159.08734171098095
5498.224438705678,155.25386355660345
5518.23960165255,156.5615259736619
5541.222553442218,162.15972228847397
5562.722192749995,161.58923941910152
5584.741861522572,155.27095992503484
5607.6997882169335,157.2197216193295
5631.599841635109,157.31074796588072
5649.9797932036245,161.7189274359873
5668.735622730024,155.19710537754364
5684.675442128433,156.04108581984573
5705.4582435383945,162.9991608537319
5720.817666276362,156.78544662054333
5740.473646457686,161.52746107851874
5760.900092804762,157.38182781046726
5778.765505326044,155.99441392759346
5799.673837931734,157.43172190999454
5814.978840431125,162.2226693185566
5830.352322318617,163.55696468106285
5853.578327925214,163.3021986456699
5872.1802343393265,158.97183529618454
5888.450839465845,161.68085136570647
5908.673272066393,157.0498429541582
5931.373207597379,157.93147730261012
5948.531417872347,163.9633581852112
5969.760322630537,155.13001923510737
5985.613797280475,155.8550853085447
6001.130614492162,157.07886255146028
6021.444160807843,155.2653220387382
6041.850512023944,156.814354350898
6063.224811038926,160.83041560969693
6085.4857243761535,159.214245505925
6110.244245170778,163.92671711076974
6130.407248653791,163.1744356173844
6148.636813383203,158.41817351697875
6171.58867533089,157.59423433431292
6189.29699784351,158.79692408167267
6208.686712050567,160.90294942514808
6224.471275863989,157.68063640822876
6239.724783298144,161.24148907849133
6264.351267444923,159.0941165219124
6287.7110686500455,160.5204718085198
6309.670810710983,159.36126529135316
6328.760340155125,157.9446575954192
6345.493283355833,164.48453306962156
6362.057653782544,162.6360579415976
6379.560082764189,156.40113175766453
6400.05234941125,163.68467975897912
6422.198308638251,159.87431198249513
6443.800282405428,163.94552226894092
6461.599621374888,162.99855255947315
6486.14827418152,159.25213504469232
6508.527243348478,155.22469308320117
6529.070783873592,157.68677359384947
6550.187991335935,160.41634214660866
6569.383991960213,161.33478219826148
6586.861301855225,157.578876854332
6605.421028641737,156.39356074072825
6627.999489746381,163.349302367993
6643.143424632679,164.84402180703552
6659.304151037748,160.25690182302685
6674.764177457965,156.71679285848305
6690.171465481155,157.72307326519368
6713.726071321265,155.18390676547466
6735.762649915066,164.14298806560498
6755.504388205939,156.1775108289014
6771.482729812449,160.76516475514254
6791.398888563617,157.74055220687205
6811.133606271423,160.54178002515795
6827.865624970523,161.51420388351863
6847.204141462902,163.29741803707202
6866.189188806876,157.06421271760604
6887.347689787398,155.1099582865848
6908.6986262960745,156.36885630068807
6924.151666393795,164.00018641848106
6942.8977925400595,163.73890077562515
6964.156391697202,160.97413102170307
6984.1877542830025,161.00516860433655
7007.752652694886,161.65036674546255
7029.339589011075,156.7537127862345
7045.96893328189,164.1441194592496
7061.6746207558945,159.18770524892074
7083.0988135379575,158.83138528249498
7098.363926643374,160.18917705282837
7119.221682456108,155.46965966775056
7143.623984870358,156.6628336875608
7164.378726649117,162.3803361642637
7183.260425911182,155.82798667925127
7204.693308095606,161.03152109466387
7224.275837000521,157.4534910968132
7244.732004893681,158.89295614041976
7269.146652981446,157.886937367707
7288.0076793594535,158.5567271646495
7312.619584997693,162.19045905184245
7336.673091417254,157.97121715623175
7353.631002765147,160.66404640296898
7369.324615773899,159.76050402199098
7385.332395787673,161.6367116536265
7400.514614044188,164.3682973932476
7416.459043651747,162.32572097210252
7438.289111385911,157.14940378590757
7454.000997870514,155.31183135061283
7472.190754173452,157.62264044299826
7495.6395072831465,160.95077930700256
7510.872226640505,155.5142581348425
7534.016911466394,159.96366247201237
7551.835459214128,160.9684284891689
7568.017107490345,158.3424389081696
7589.984479143986,162.70912203745823
7611.273907611785,156.0659825313377
7635.048627747055,155.75137781735808
7657.399338185094,162.28188756203605
7680.4341474889425,159.95491316206198
7698.254493214656,161.88402396427736
7715.028888652453,159.34827338603748
7737.535036168862,157.46402033239107
7760.603383561534,163.191023176742
7785.5084349815415,162.9941587896898
7804.6346117506555,161.94696470854427
7823.354792608583,157.72145137229964
7846.118922216003,160.90230666869087
7864.526957618533,158.60973896940027
7888.834530874568,155.91582073326634
7912.418658392999,164.17313575462242
7931.708598666749,156.3681863091896
7954.217309344664,164.50237353820802
7976.76273808551,159.46005772957955
7992.79397677387,156.85132928838618
8016.819505840665,160.41900947378358
8036.872029565144,163.72945835876408
8060.136604226222,162.3222488640956
8078.3371002365275,163.0656114786145
8102.29233252149,161.58783366710716
8121.184349308832,161.92276564517852
8136.292725823635,163.4919565156532
8160.346545587828,157.49668008859186
8176.259412355689,159.8942496364314
8194.452548731593,157.21209441819602
8218.9531684021,164.87668007996646
8243.459239871476,164.44059339686612
8264.193618752708,155.39426811368506
8285.511990874405,162.05575172515688
8304.996446094188,164.25248317415665
8322.928553811169,156.80575345127335
8341.215199264869,160.6794523055263
8362.940383825638,164.1548829758804
8385.464129120015,155.339459785858
8408.379919557274,161.9742026724684
8431.27610098522,157.97349007372551
8447.188162015707,164.2439619537653
8467.132365062733,164.7105824516537
8482.707952662899,164.44266489113434
8503.203241486135,159.74214216657464
8522.618546499869,163.62042650989312
8546.495588327452,163.4454939853507
8565.004738452973,158.19100473243256
8581.17540861725,163.28915474150676
8597.605325437778,155.37007634715494
8620.220431754953,160.96269878482053
8641.402612388116,157.30008837287704
8657.413839149343,156.2056688577728
8673.254907210494,155.7695320162921
8695.264598525086,161.9628877587814
8710.992228588728,158.39874963768065
8734.210829181631,162.2476677152876
8756.273251453196,155.65356340798942
8772.086739259616,158.1529033783061
8787.935116400467,160.39491292375337
8812.801512185479,162.90723164838963
8831.54422014304,158.1875250293207
8850.25064161371,161.25891376437008
8873.378637286285,163.85977748236186
8897.851123060123,161.15863188182306
8922.711133698353,157.32959474753633
8945.244915550942,155.24400781556537
8964.007511406251,163.7009887390093
8979.842518573238,155.21269410850388
9002.613987732511,163.747016726842
9023.198030229869,160.2893713402721
9042.44025032234,164.39067698512895
9066.503794173286,162.98783235773666
9082.615768996347,164.9793411053334
9102.542020039256,158.50711815451712
9117.65555648693,162.67188288931126
9137.342162906873,159.01930913609243
9152.90519566369,159.7987562030391
9169.09337482637,161.2750546321837
9185.26863729414,163.7367711418634
9206.760740315302,164.84083469199294
9229.221189107955,162.68273413864517
9250.054876758926,159.17766782167334
9274.676602243671,159.2135700227707
9293.425308038908,162.37582301588893
9311.282428901726,157.38777145768302
9334.96842018362,156.10474113131394
9352.204378568815,158.54622157640776
9376.83660396322,157.8723899165408
9391.958148710119,157.9630812045599
9416.656936977195,157.3360775104991
9432.0885360967,155.4209318963636
9455.999967233682,155.17873934733413
9476.276978324544,164.87722389736032
9501.206626285737,159.27773133735863
9516.94459193309,158.84326647159682
9537.483134777103,161.7964728269307
9562.176160133295,157.18253887865063
9582.407138574996,164.49961183950225
9603.701124956347,162.8634501441555
9625.658611846193,155.8941100231226
9645.20402249387,159.17580775784927
9666.47960329471,163.79118307562163
9687.322746413942,164.4473202229141
9711.334326518852,159.6740151124987
9726.788790322267,161.13411389210708
9744.598422218189,156.67033946092076
9769.102537058954,164.91168626136977
9793.005174897864,157.31671701383442
9812.561742425722,164.42731774135126
9833.763068403738,161.49646648992368
9851.536880233549,161.0773679487886
9868.418091830787,160.1268851101651
9888.055075880186,157.30669811717758
9906.588598160446,156.76528032005507
9927.425159278955,157.20486209070177
9943.202505648605,156.86438262144256
9967.946453725268,162.79584473566754
9992.808561170064,158.5012525916673
10014.790178310262,155.57842676563396
10035.151141973703,164.6910263014081
10053.246418136567,163.83785884963424
10076.384368333636,164.27752283195213
10098.231680059174,164.94907822646437
10114.857849452623,156.73895249219487
10138.96712129756,158.96242018902657
10162.192493726792,162.58238475704093
10186.690492859712,161.9602061805379
10208.947687943595,156.53895906339855
10230.081839902952,163.15833124990618
10249.264270265858,157.2444057183666
10273.591555099398,157.23817614822622
10297.252193994402,160.36974422893414
10312.704380695464,160.92939934841704
10327.968050440437,160.80086207837812
10346.732684109218,155.91486837397755
10369.838217417037,163.7746086263038
10394.710978710185,157.65600042588707
10411.21514762122,156.29514921282805
10432.156454774742,163.88748079868978
10450.965363341053,164.55651498229753
10475.6645073192,163.62127617265452
10499.085696550557,163.09516074724877
10522.468983597668,161.55241980639022
10542.155915195617,160.5085737060914
10561.304110218995,155.86986759911412
10579.038180938302,159.08453213070698
10594.601935904811,158.72688517012313
10618.249159667363,157.59753783760326
10641.378169758664,162.23420113688584
10666.375346491524,159.95875735078772
10691.341714862263,155.81046215907648
10711.89603191829,157.2018320194981
10734.585906070095,161.83258763659595
10759.03356336892,155.761308594903
10782.530037275694,163.51206914048768
10800.003518293126,159.95146527013975
10819.508959646228,159.80586577326648
10835.800553797742,160.92407784659517
10860.34106407033,163.24680965925148
10881.402810414838,158.47809207902193
10898.689238469873,161.78016152559064
10920.406245313932,160.6573196399579
10941.587527718511,157.67028270169422
10960.16915489884,163.7862998635516
10976.304730820837,162.97426021606927
10998.020462776765,161.58451834658425
11018.223539785804,163.50581729094242
11040.94672370316,163.67294200959802
11061.148358714281,162.08362976715034
11084.670173717466,163.37013328363673
11105.18924210521,161.97471461669284
11125.798621820564,161.801407717603
11149.565157847148,161.18611378215184
11168.599986509273,162.52716639557642
11184.94013879378,156.58605105293074
11200.227965556913,163.80870759198928
11222.779338113649,163.71843527745233
11243.982433627183,155.2924728303456
11266.023231308176,163.25816750564763
11283.152872923265,156.28869867473446
11299.516587679132,158.35118854259142
11314.662034335812,162.43508256291608
11333.167909923877,156.60759896048307
11354.067086792424,163.17967024119062
11372.98952724342,163.3213417795774
11392.364276463657,160.07467733760836
11416.405863408594,155.06385871716833
11434.888418078826,157.87038133174912
11455.028312970424,161.16926918375742
11477.864843097836,164.81186178027423
11496.830270921047,161.3181352701667
11518.051137923327,157.5980358106416
11541.674775010793,161.34005703099612
11566.169981247369,160.39985379715856
11582.64071605666,162.79845395151145
11606.906592308274,156.0698063882696
11626.82775523907,162.61027902502028
11644.41019912206,160.4126657867611
11664.001556684441,164.62992003858994
11688.801882437296,158.41872166038686
11708.728063377224,161.32621893133947
11727.0155794801,164.32028105510017
11748.349588023266,156.0250972799068
11765.751044211047,164.3722848723645
11781.509677492133,161.87885722300814
11797.798474711239,155.67837059105173
11814.078933100816,158.00963566946817
11830.597960035939,162.0817208864528
11846.986231762432,155.67350601468772
11868.394979210465,160.82170460176275
11885.213780054457,158.45883056952957
11903.670452887696,161.20915517767477
11927.638336986756,155.45742033812513
11947.377953389385,163.71536806152375
11969.053530774596,164.73488969177396
11985.776729486612,164.68877855285692
12002.699619674699,162.49651831742923
12018.108305837364,156.30086240130632
